/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/support_field_decomp.py:72: RuntimeWarning: divide by zero encountered in matmul
  dot_chunk = v1[i:end] @ this_pos.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/support_field_decomp.py:72: RuntimeWarning: overflow encountered in matmul
  dot_chunk = v1[i:end] @ this_pos.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/support_field_decomp.py:72: RuntimeWarning: invalid value encountered in matmul
  dot_chunk = v1[i:end] @ this_pos.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/rigid_solver_decomp.py:357: RuntimeWarning: divide by zero encountered in matmul
  mass_mat_inv = (mass_mat_L_inv * mass_mat_D_inv[:, i_b]) @ mass_mat_L_inv.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/rigid_solver_decomp.py:357: RuntimeWarning: overflow encountered in matmul
  mass_mat_inv = (mass_mat_L_inv * mass_mat_D_inv[:, i_b]) @ mass_mat_L_inv.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/rigid_solver_decomp.py:357: RuntimeWarning: invalid value encountered in matmul
  mass_mat_inv = (mass_mat_L_inv * mass_mat_D_inv[:, i_b]) @ mass_mat_L_inv.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/gstaichi/lang/ast/ast_transformers/call_transformer.py:225: DeprecationWarning: keyword.__init__ got an unexpected keyword argument 'ctx'. Support for arbitrary keyword arguments is deprecated and will be removed in Python 3.15.
  kwarg_node = ast.keyword(
Actor MLP: Sequential(
  (0): Linear(in_features=36, out_features=512, bias=True)
  (1): ELU(alpha=1.0)
  (2): Linear(in_features=512, out_features=256, bias=True)
  (3): ELU(alpha=1.0)
  (4): Linear(in_features=256, out_features=128, bias=True)
  (5): ELU(alpha=1.0)
  (6): Linear(in_features=128, out_features=8, bias=True)
)
Critic MLP: Sequential(
  (0): Linear(in_features=36, out_features=512, bias=True)
  (1): ELU(alpha=1.0)
  (2): Linear(in_features=512, out_features=256, bias=True)
  (3): ELU(alpha=1.0)
  (4): Linear(in_features=256, out_features=128, bias=True)
  (5): ELU(alpha=1.0)
  (6): Linear(in_features=128, out_features=1, bias=True)
)
[WandB] Iter 0 | reward=-0.13 | loss=1.2342
[WandB] Iter 148 | reward=-0.02 | loss=0.0576
[WandB] Iter 149 | reward=-0.02 | loss=0.0567
[WandB] Iter 150 | reward=-0.02 | loss=0.0661
[WandB] Iter 151 | reward=-0.02 | loss=0.0591
[WandB] Iter 152 | reward=-0.02 | loss=0.0711
[WandB] Iter 153 | reward=-0.02 | loss=0.0737
[WandB] Iter 154 | reward=-0.02 | loss=0.0686
[WandB] Iter 155 | reward=-0.01 | loss=0.0658
[WandB] Iter 156 | reward=-0.01 | loss=0.0724
[WandB] Iter 157 | reward=-0.01 | loss=0.0747
[WandB] Iter 158 | reward=-0.01 | loss=0.0680
[WandB] Iter 159 | reward=-0.01 | loss=0.0589
[WandB] Iter 160 | reward=-0.01 | loss=0.0522
[WandB] Iter 161 | reward=-0.01 | loss=0.0634
[WandB] Iter 162 | reward=-0.00 | loss=0.0568
[WandB] Iter 163 | reward=-0.00 | loss=0.0552
[WandB] Iter 164 | reward=-0.00 | loss=0.0556
[WandB] Iter 165 | reward=0.00 | loss=0.0671
[WandB] Iter 166 | reward=0.00 | loss=0.0761
[WandB] Iter 167 | reward=0.00 | loss=0.0684
[WandB] Iter 168 | reward=0.00 | loss=0.0769
[WandB] Iter 169 | reward=0.01 | loss=0.0798
[WandB] Iter 170 | reward=0.01 | loss=0.0782
[WandB] Iter 171 | reward=0.01 | loss=0.0790
[WandB] Iter 172 | reward=0.01 | loss=0.0672
[WandB] Iter 173 | reward=0.01 | loss=0.0667
[WandB] Iter 174 | reward=0.01 | loss=0.0795
[WandB] Iter 175 | reward=0.01 | loss=0.0666
[WandB] Iter 176 | reward=0.02 | loss=0.0568
[WandB] Iter 177 | reward=0.02 | loss=0.0577
[WandB] Iter 178 | reward=0.02 | loss=0.0519
[WandB] Iter 179 | reward=0.02 | loss=0.0452
[WandB] Iter 180 | reward=0.02 | loss=0.0430
[WandB] Iter 181 | reward=0.03 | loss=0.0351
[WandB] Iter 182 | reward=0.03 | loss=0.0327
[WandB] Iter 183 | reward=0.03 | loss=0.0329
[WandB] Iter 184 | reward=0.03 | loss=0.0317
[WandB] Iter 185 | reward=0.03 | loss=0.0323
[WandB] Iter 186 | reward=0.03 | loss=0.0273
[WandB] Iter 187 | reward=0.03 | loss=0.0253
[WandB] Iter 188 | reward=0.03 | loss=0.0205
[WandB] Iter 189 | reward=0.03 | loss=0.0191
[WandB] Iter 190 | reward=0.03 | loss=0.0139
[WandB] Iter 191 | reward=0.03 | loss=0.0130
[WandB] Iter 192 | reward=0.03 | loss=0.0110
[WandB] Iter 193 | reward=0.03 | loss=0.0102
[WandB] Iter 194 | reward=0.03 | loss=0.0096
[WandB] Iter 195 | reward=0.03 | loss=0.0090
[WandB] Iter 196 | reward=0.03 | loss=0.0077
[WandB] Iter 197 | reward=0.03 | loss=0.0080
[WandB] Iter 198 | reward=0.03 | loss=0.0070
[WandB] Iter 199 | reward=0.03 | loss=0.0067
[WandB] Iter 200 | reward=0.03 | loss=0.0055
[Plot] saved to logs/dodo-walking/metrics.png
[WandB] Iter 201 | reward=0.03 | loss=0.0062
[WandB] Iter 202 | reward=0.03 | loss=0.0053
[WandB] Iter 203 | reward=0.03 | loss=0.0058
[WandB] Iter 204 | reward=0.03 | loss=0.0057
[WandB] Iter 205 | reward=0.03 | loss=0.0067
[WandB] Iter 206 | reward=0.03 | loss=0.0058
[WandB] Iter 207 | reward=0.03 | loss=0.0057
[WandB] Iter 208 | reward=0.03 | loss=0.0049
[WandB] Iter 209 | reward=0.03 | loss=0.0061
[WandB] Iter 210 | reward=0.03 | loss=0.0066
[WandB] Iter 211 | reward=0.03 | loss=0.0067
[WandB] Iter 212 | reward=0.03 | loss=0.0055
[WandB] Iter 213 | reward=0.03 | loss=0.0055
[WandB] Iter 214 | reward=0.03 | loss=0.0065
[WandB] Iter 215 | reward=0.03 | loss=0.0051
[WandB] Iter 216 | reward=0.03 | loss=0.0056
[WandB] Iter 217 | reward=0.03 | loss=0.0056
[WandB] Iter 218 | reward=0.03 | loss=0.0055
[WandB] Iter 219 | reward=0.03 | loss=0.0054
[WandB] Iter 220 | reward=0.03 | loss=0.0047
[WandB] Iter 221 | reward=0.03 | loss=0.0055
[WandB] Iter 222 | reward=0.03 | loss=0.0060
[WandB] Iter 223 | reward=0.03 | loss=0.0052
[WandB] Iter 224 | reward=0.03 | loss=0.0061
[WandB] Iter 225 | reward=0.03 | loss=0.0047
[WandB] Iter 226 | reward=0.03 | loss=0.0052
[WandB] Iter 227 | reward=0.03 | loss=0.0043
[WandB] Iter 228 | reward=0.03 | loss=0.0050
[WandB] Iter 229 | reward=0.03 | loss=0.0051
[WandB] Iter 230 | reward=0.03 | loss=0.0056
[WandB] Iter 231 | reward=0.03 | loss=0.0049
[WandB] Iter 232 | reward=0.03 | loss=0.0053
[WandB] Iter 233 | reward=0.03 | loss=0.0072
[WandB] Iter 234 | reward=0.03 | loss=0.0059
[WandB] Iter 235 | reward=0.03 | loss=0.0055
[WandB] Iter 236 | reward=0.03 | loss=0.0049
[WandB] Iter 237 | reward=0.03 | loss=0.0052
[WandB] Iter 238 | reward=0.03 | loss=0.0047
[WandB] Iter 239 | reward=0.04 | loss=0.0042
[WandB] Iter 240 | reward=0.03 | loss=0.0044
[WandB] Iter 241 | reward=0.03 | loss=0.0055
[WandB] Iter 242 | reward=0.04 | loss=0.0078
[WandB] Iter 243 | reward=0.03 | loss=0.0057
[WandB] Iter 244 | reward=0.04 | loss=0.0039
[WandB] Iter 245 | reward=0.04 | loss=0.0042
[WandB] Iter 246 | reward=0.04 | loss=0.0039
[WandB] Iter 247 | reward=0.04 | loss=0.0048
[WandB] Iter 248 | reward=0.04 | loss=0.0041
[WandB] Iter 249 | reward=0.04 | loss=0.0046
[WandB] Iter 250 | reward=0.04 | loss=0.0043
[WandB] Iter 251 | reward=0.04 | loss=0.0049
[WandB] Iter 252 | reward=0.04 | loss=0.0048
[WandB] Iter 253 | reward=0.03 | loss=0.0050
[WandB] Iter 254 | reward=0.03 | loss=0.0047
[WandB] Iter 255 | reward=0.03 | loss=0.0041
[WandB] Iter 256 | reward=0.04 | loss=0.0059
[WandB] Iter 257 | reward=0.03 | loss=0.0059
[WandB] Iter 258 | reward=0.03 | loss=0.0045
[WandB] Iter 259 | reward=0.04 | loss=0.0046
[WandB] Iter 260 | reward=0.04 | loss=0.0041
[WandB] Iter 261 | reward=0.04 | loss=0.0054
[WandB] Iter 262 | reward=0.04 | loss=0.0061
[WandB] Iter 263 | reward=0.04 | loss=0.0042
[WandB] Iter 264 | reward=0.03 | loss=0.0048
[WandB] Iter 265 | reward=0.03 | loss=0.0044
[WandB] Iter 266 | reward=0.03 | loss=0.0046
[WandB] Iter 267 | reward=0.03 | loss=0.0050
[WandB] Iter 268 | reward=0.03 | loss=0.0062
[WandB] Iter 269 | reward=0.03 | loss=0.0069
[WandB] Iter 270 | reward=0.03 | loss=0.0090
[WandB] Iter 271 | reward=0.03 | loss=0.0120
[WandB] Iter 272 | reward=0.03 | loss=0.0919
[WandB] Iter 273 | reward=0.03 | loss=0.0277
[WandB] Iter 274 | reward=0.03 | loss=0.0106
[WandB] Iter 275 | reward=0.03 | loss=0.0087
[WandB] Iter 276 | reward=0.03 | loss=0.0086
[WandB] Iter 277 | reward=0.03 | loss=0.0099
[WandB] Iter 278 | reward=0.03 | loss=0.0100
[WandB] Iter 279 | reward=0.03 | loss=0.0247
[WandB] Iter 280 | reward=0.03 | loss=0.0066
[WandB] Iter 281 | reward=0.03 | loss=0.0056
[WandB] Iter 282 | reward=0.03 | loss=0.0090
[WandB] Iter 283 | reward=0.04 | loss=0.0062
[WandB] Iter 284 | reward=0.03 | loss=0.0065
[WandB] Iter 285 | reward=0.03 | loss=0.0067
[WandB] Iter 286 | reward=0.04 | loss=0.0047
[WandB] Iter 287 | reward=0.04 | loss=0.0047
[WandB] Iter 288 | reward=0.04 | loss=0.0075
[WandB] Iter 289 | reward=0.04 | loss=0.0044
[WandB] Iter 290 | reward=0.03 | loss=0.0063
[WandB] Iter 291 | reward=0.03 | loss=0.0056
[WandB] Iter 292 | reward=0.03 | loss=0.0068
[WandB] Iter 293 | reward=0.03 | loss=0.0062
[WandB] Iter 294 | reward=0.03 | loss=0.0083
[WandB] Iter 295 | reward=0.03 | loss=0.0061
[WandB] Iter 296 | reward=0.03 | loss=0.0093
[WandB] Iter 297 | reward=0.03 | loss=0.0090
[WandB] Iter 298 | reward=0.03 | loss=0.0088
[WandB] Iter 299 | reward=0.03 | loss=0.0083
[WandB] Iter 300 | reward=0.03 | loss=0.0071
[Plot] saved to logs/dodo-walking/metrics.png
[WandB] Iter 301 | reward=0.03 | loss=0.0059
[WandB] Iter 302 | reward=0.03 | loss=0.0064
[WandB] Iter 303 | reward=0.03 | loss=0.0068
[WandB] Iter 304 | reward=0.03 | loss=0.0058
[WandB] Iter 305 | reward=0.04 | loss=0.0042
[WandB] Iter 306 | reward=0.04 | loss=0.0048
[WandB] Iter 307 | reward=0.03 | loss=0.0054
[WandB] Iter 308 | reward=0.03 | loss=0.0064
[WandB] Iter 309 | reward=0.03 | loss=0.0057
[WandB] Iter 310 | reward=0.04 | loss=0.0082
[WandB] Iter 311 | reward=0.04 | loss=0.0055
[WandB] Iter 312 | reward=0.03 | loss=0.0084
[WandB] Iter 313 | reward=0.03 | loss=0.0094
[WandB] Iter 314 | reward=0.03 | loss=0.0119
[WandB] Iter 315 | reward=0.03 | loss=0.0067
[WandB] Iter 316 | reward=0.03 | loss=0.0107
[WandB] Iter 317 | reward=0.03 | loss=0.0100
[WandB] Iter 318 | reward=0.03 | loss=0.0077
[WandB] Iter 319 | reward=0.03 | loss=0.0055
[WandB] Iter 320 | reward=0.03 | loss=0.0061
[WandB] Iter 321 | reward=0.04 | loss=0.0052
[WandB] Iter 322 | reward=0.04 | loss=0.0055
[WandB] Iter 323 | reward=0.04 | loss=0.0050
[WandB] Iter 324 | reward=0.04 | loss=0.0047
[WandB] Iter 325 | reward=0.04 | loss=0.0064
[WandB] Iter 326 | reward=0.04 | loss=0.0047
[WandB] Iter 327 | reward=0.04 | loss=0.0047
[WandB] Iter 328 | reward=0.04 | loss=0.0052
[WandB] Iter 329 | reward=0.03 | loss=0.0066
[WandB] Iter 330 | reward=0.03 | loss=0.0069
[WandB] Iter 331 | reward=0.03 | loss=0.0070
[WandB] Iter 332 | reward=0.03 | loss=0.0102
[WandB] Iter 333 | reward=0.03 | loss=0.0070
[WandB] Iter 334 | reward=0.03 | loss=0.0101
[WandB] Iter 335 | reward=0.03 | loss=0.0067
[WandB] Iter 336 | reward=0.03 | loss=0.0101
[WandB] Iter 337 | reward=0.03 | loss=0.0070
[WandB] Iter 338 | reward=0.03 | loss=0.0077
[WandB] Iter 339 | reward=0.03 | loss=0.0064
[WandB] Iter 340 | reward=0.03 | loss=0.0071
[WandB] Iter 341 | reward=0.03 | loss=0.0082
[WandB] Iter 342 | reward=0.03 | loss=0.0080
[WandB] Iter 343 | reward=0.04 | loss=0.0091
[WandB] Iter 344 | reward=0.03 | loss=0.0056
[WandB] Iter 345 | reward=0.03 | loss=0.0055
[WandB] Iter 346 | reward=0.03 | loss=0.0053
[WandB] Iter 347 | reward=0.03 | loss=0.0052
[WandB] Iter 348 | reward=0.04 | loss=0.0041
[WandB] Iter 349 | reward=0.04 | loss=0.0049
[WandB] Iter 350 | reward=0.04 | loss=0.0048
[WandB] Iter 351 | reward=0.04 | loss=0.0054
[WandB] Iter 352 | reward=0.04 | loss=0.0054
[WandB] Iter 353 | reward=0.04 | loss=0.0046
[WandB] Iter 354 | reward=0.04 | loss=0.0060
[WandB] Iter 355 | reward=0.04 | loss=0.0054
[WandB] Iter 356 | reward=0.04 | loss=0.0046
[WandB] Iter 357 | reward=0.03 | loss=0.0056
[WandB] Iter 358 | reward=0.03 | loss=0.0049
[WandB] Iter 359 | reward=0.04 | loss=0.0054
[WandB] Iter 360 | reward=0.04 | loss=0.0066
[WandB] Iter 361 | reward=0.04 | loss=0.0062
[WandB] Iter 362 | reward=0.04 | loss=0.0049
[WandB] Iter 363 | reward=0.04 | loss=0.0085
[WandB] Iter 364 | reward=0.03 | loss=0.0076
[WandB] Iter 365 | reward=0.03 | loss=0.0069
[WandB] Iter 366 | reward=0.03 | loss=0.0051
[WandB] Iter 367 | reward=0.03 | loss=0.0065
[WandB] Iter 368 | reward=0.03 | loss=0.0100
[WandB] Iter 369 | reward=0.03 | loss=0.0062
[WandB] Iter 370 | reward=0.03 | loss=0.0062
[WandB] Iter 371 | reward=0.04 | loss=0.0053
[WandB] Iter 372 | reward=0.03 | loss=0.0056
[WandB] Iter 373 | reward=0.03 | loss=0.0063
[WandB] Iter 374 | reward=0.03 | loss=0.0066
[WandB] Iter 375 | reward=0.03 | loss=0.0076
[WandB] Iter 376 | reward=0.03 | loss=0.0069
[WandB] Iter 377 | reward=0.03 | loss=0.0057
[WandB] Iter 378 | reward=0.03 | loss=0.0055
[WandB] Iter 379 | reward=0.03 | loss=0.0059
[WandB] Iter 380 | reward=0.03 | loss=0.0047
[WandB] Iter 381 | reward=0.03 | loss=0.0048
[WandB] Iter 382 | reward=0.03 | loss=0.0052
[WandB] Iter 383 | reward=0.03 | loss=0.0057
[WandB] Iter 384 | reward=0.04 | loss=0.0049
[WandB] Iter 385 | reward=0.04 | loss=0.0054
[WandB] Iter 386 | reward=0.04 | loss=0.0053
[WandB] Iter 387 | reward=0.04 | loss=0.0052
[WandB] Iter 388 | reward=0.04 | loss=0.0049
[WandB] Iter 389 | reward=0.04 | loss=0.0060
[WandB] Iter 390 | reward=0.04 | loss=0.0048
[WandB] Iter 391 | reward=0.04 | loss=0.0046
[WandB] Iter 392 | reward=0.04 | loss=0.0052
[WandB] Iter 393 | reward=0.04 | loss=0.0107
[WandB] Iter 394 | reward=0.03 | loss=0.0101
[WandB] Iter 395 | reward=0.03 | loss=0.0112
[WandB] Iter 396 | reward=0.03 | loss=0.0081
[WandB] Iter 397 | reward=0.03 | loss=0.0096
[WandB] Iter 398 | reward=0.03 | loss=0.0096
[WandB] Iter 399 | reward=0.03 | loss=0.0113
[WandB] Iter 400 | reward=0.03 | loss=0.0117
